Unique ID,broadperiod,period,thickness,diameter,weight,axis,Primary material,Manufacture method,URL,Image URL,Saved Image,length,height,width,obverseDescription,reverseDescription,obverseLegend,reverseLegend,reverseType,regionName,cultureName,inscription,objectCertainty,rulerName,mintName,denominationName,tribeName,categoryTerm,moneyerName,Primary Material_n,Manufacture Method_n,axis_known
NLM-1E1180,MEDIEVAL,2,0.5,14.8,0.49,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/51326,https://finds.org.uk/images/kadams/medium/nlm07308.jpg,Fotos_monedas\NLM-1E1180.jpg,,,,bust facing forward within an inverted triangle.,long cross with three pellets in each angle.,,CIVI --- --- INIG,,East Midlands,,,,Edward I of England,,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
LEIC-41ED87,MEDIEVAL,2,0.5,14.0,0.54,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/266174,https://finds.org.uk/images/wscott/medium/41ED87.JPG,Fotos_monedas\LEIC-41ED87.png,,,,facing crowned bust,long cross and pellets,EDWARDREXANGL,CIVITASLONDON,,East Midlands,,,Certain,Edward III of England,London,Halfpenny,,English coin Edwardian type 1279 - 1377,,8,4,0
LEIC-8D8C25,MEDIEVAL,2,0.5,17.0,1.28,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/195001,https://finds.org.uk/images/wscott/medium/8D8C25.JPG,Fotos_monedas\LEIC-8D8C25.png,,,,facing crowned bust,long cros and pellets,EDWA[  ],CIVITASC[ANTO]R,,East Midlands,,,Certain,Edward I of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
WAW-C2B764,MEDIEVAL,2,0.6,18.0,1.01,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/64362,https://finds.org.uk/images/abolton/medium/WAW-C2B764.jpg,Fotos_monedas\WAW-C2B764.jpg,,,,Bust facing forward. Not wearing a crown. The collar is a single shaped band. Pollard type bust.,Long cross with three pellets in each quarter.,+ CO[    ]S annulet ARNOLDVS,MON / ETA / [ ]OM / ITIS,,West Midlands,,,Certain,,,Penny,,,,8,4,0
PUBLIC-285337,MEDIEVAL,2,0.79,19.16,1.86,12.0,Gold,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/716757,https://finds.org.uk/images/andyrob247/medium/EdwardIIIgoldcoinquarternobleNAD356.JPG,Fotos_monedas\PUBLIC-285337.png,,,,"Quartered shield of England and France (four lis, three lions, three lions, four lis) within an eight arched tressure.","Floriated cross with lis at each arm, lis and lion passant in each angle, lis in lozenge at centre. All within an eight arched tressure.","EDWARD DEI GRA REX AnGL, unbarred A, Lombardic N, curule X, double saltire stops","EXALTABITVR IN GLORIA, unbarred A, curule X, double saltire stops",,South West,,,Certain,Edward III of England,London,Quarter noble,,English coin Edwardian type 1279 - 1377,,3,4,1
HAMP-04B529,MEDIEVAL,2,0.6,18.8,1.26,1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/710246,https://finds.org.uk/images/khindshamp/medium/HAMP04B529.jpg,Fotos_monedas\HAMP-04B529.jpg,,,,Crowned bust facing with very small lines indicating neck.,"Voided long cross dividing the inscription, three pellets in each angle, single pellet at centre of cross","hENRIC[ ] REX.III'   (ENR ligated, closed E and C)",NIC / OLE / ON[L] / VND    (closed C and E),,South East,,,Certain,Henry III of England,London,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
LEIC-549332,MEDIEVAL,2,0.5,19.0,1.28,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/277255,https://finds.org.uk/images/wscott/medium/549332.JPG,Fotos_monedas\LEIC-549332.png,,,,facing crowned bust,long cross and pellets,EDWRANGLDNSHYB,CIVITASLONDON,,East Midlands,,,Certain,Edward I of England,London,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
SUSS-77A8A6,MEDIEVAL,2,0.58,19.7,1.3,12.0,Gold,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/65879,https://finds.org.uk/images/lwilson/medium/Gold coin (obverse).jpg,Fotos_monedas\SUSS-77A8A6.jpg,,,,"A shield divided into four quarters. Two quarter depict four fleur-de-lis, the other two depict three lions. Quatrefoils surround the shield.",Fleur-de-lis in centre of reverse. The fleur-de-lis indictaes that this coin was minted in London.,+ EDWA[RD DEI GRA REX] : ANGL  (with double saltire stops).,+EXA[---------------] N : [--]ORIA  (with double saltire stops) and a type 16 curule (Treaty) type 'x'.,,South East,,,Certain,Edward III of England,London,Quarter noble,,English coin Edwardian type 1279 - 1377,,3,4,1
SWYOR-57A964,MEDIEVAL,2,1.0,18.5,1.4,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/723049,https://finds.org.uk/images/acooper/medium/PAS_2523_coin.jpg,Fotos_monedas\SWYOR-57A964.jpg,,,,Crowned bust left holding sceptre,Voided short cross with a star of five points in each angle,LE REI WILT,HENRI LE RWS,,East Midlands,,,Certain,William I of Scotland,Perth,Penny,,,,8,4,1
IOW-931162,MEDIEVAL,2,0.6,17.1,1.39,3.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/267549,https://finds.org.uk/images/fbasford/medium/IOW2009-1-531.JPG,Fotos_monedas\IOW-931162.png,,,,Crowned bust facing (pellets in curls),Voided short cross with a quatrefoil in each quadrant,hENRICVS REX (sceptre divides R and E of REX),RAVLF ON LVNDE (L and F ligated and blundered),,South East,,,Certain,John of England,London,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
PUBLIC-BA427D,MEDIEVAL,2,0.6,18.0,0.54,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/868810,https://finds.org.uk/images/fontes/medium/PIDDLECUTHALFOBV.jpg,Fotos_monedas\PUBLIC-BA427D.jpg,16.71,,,"Crowned, bearded bust facing, holding sceptre in right hand",Voided long cross dividing the legend with three pellets in each quarter,[...]S REX III,"[...O]/N LV/NDE, N and D ligated",,South West,,,Certain,Henry III of England,London,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,0
HAMP-80C3F9,MEDIEVAL,2,0.6,20.3,1.03,3.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/862932,https://finds.org.uk/images/khindshamp/medium/HAMP80C3F9.jpg,Fotos_monedas\HAMP-80C3F9.jpg,,,,Crowned K at centre flanked by lis on either side.,"Central cross, the arms terminating in a crown; a lis in each quarter.",[+ KAROLVS F]RA[nC]O[RVm REX],[+ SIT nOmEn ]DnI B[EnEDICTVm],,South East,,,Certain,Charles VIII of France,,Karolus,,,,8,4,1
LVPL-4A8C16,MEDIEVAL,2,0.6,18.0,1.0,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/54977,https://finds.org.uk/images/nherepath/medium/4A77C4.jpg,Fotos_monedas\LVPL-4A8C16.jpg,,,,,,,,,North West,,,Certain,Edward I of England,London,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
CORN-3D67A3,MEDIEVAL,2,0.5,19.0,0.58,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/93363,https://finds.org.uk/images/atyacke/medium/Edwardsfinds 019.jpg,Fotos_monedas\CORN-3D67A3.jpg,,,,Crowned bust facing with sceptre in right hand and nostril formed of small pellet on either side of nose,Voided short cross with quatrefoil in each angle,H[ENRICVS] REX,[+IOH]AN?ON?CA[NT],,South West,,,Certain,John of England,Canterbury,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,0
IOW-6CAAE6,MEDIEVAL,2,0.6,17.0,0.65,7.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/268322,https://finds.org.uk/images/fbasford/medium/IOW2009-1-574.JPG,Fotos_monedas\IOW-6CAAE6.png,,,,Crowned bust facing (annulets by neck),Long cross dividing the inscription with three pellets in each quadrant (with an annulet in two quadrants),hENRICVS[ ]NGLIE,VIL/LA/CAL/IS,,South East,,,Certain,Henry VI of England (first reign),Calais,Penny,,English coin Late Medieval 1377 - 1489,,8,4,1
DEV-C38A63,MEDIEVAL,2,0.6,18.0,1.0,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/415255,https://finds.org.uk/images/ncorey/medium/DEV-C38A63.jpg,Fotos_monedas\DEV-C38A63.jpg,,,,Crowned bust facing; three pellets on neck,Long cross with three pellets in each angle,EDW R ANGL' DNS HYB,CI[VI]/TAS/ CAN/.TOR,,South West,,,Certain,Edward I of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
SF7629,MEDIEVAL,2,0.6,35.0,7.67,-1.0,Gold,,https://finds.org.uk/database/artefacts/record/id/37518,https://finds.org.uk/images/fminter/medium/ARWsf975sf7269.jpg,Fotos_monedas\SF7629.jpg,,,,King standing facing in ship; sword in his r. hand and shield in l. hand quartered with arms of England & France. Banner at stern of ship with initial E. Rose on side of ship. Trefoil stops in legend.,"Floriated cross, lis at end of each arm; in centre, rose upon radiate sun. In angles, a lion passant guardant with crown above. All within tressure of 8 arches; trefoil in each spandrel. Now 118.4 gr.",EDWARD' DI GRA' REX. ANGL'. S. FRANC' .DNS' IB',IHC' AVT.'TRANSIENS. PER MEDIUM. ILLORVMI.BAT,,Eastern,,,Certain,Edward IV of England (first reign),London,Ryal,,English coin Late Medieval 1377 - 1489,,3,6,0
LEIC-858A50,MEDIEVAL,2,0.5,18.0,0.57,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/274056,https://finds.org.uk/images/wscott/medium/858A50.JPG,Fotos_monedas\LEIC-858A50.png,,,,facing crowned bust with sceptre,voided cross with crosslets,hENRICVS REX,CAN+ROG,,East Midlands,,,Certain,Henry III of England,Canterbury,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,0
IOW-999E87,MEDIEVAL,2,0.6,11.9,0.29,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/218337,https://finds.org.uk/images/fbasford/medium/IOW2008-2-106.JPG,Fotos_monedas\IOW-999E87.png,,,,"Doge, as standard bearer of Venice, kneeling left, receiving the banner of St. Mark from the patron-saint standing right","Standing figure of Christ with halo, holding a cross",AV. BAR. DVX S. M. V.,LAVS TIBI SOLI (Thee Alone be Praised),,South East,,,Certain,Agostino Barbarigo,Venice,Soldino,,,,8,4,1
CORN-669627,MEDIEVAL,2,0.9,14.6,0.39,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/55036,https://finds.org.uk/images/atyacke/medium/RichardIIhalfpennyobv.jpg,Fotos_monedas\CORN-669627.jpg,,,,Portrait with large crown and single wave to hair on either side of head; intermediate type bust,Long cross with three pellets in each quarter,+RICARD[D:RE]X:AN[G]L,CIVI/TAS/LON/DON,,South West,,,Certain,Richard II of England,London,Halfpenny,,English coin Late Medieval 1377 - 1489,,8,4,0
LEIC-886D52,MEDIEVAL,2,0.5,10.0,0.26,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/448185,https://finds.org.uk/images/wscott/medium/x886D52.JPG.pagespeed.ic.w3aPDRpo0w.jpg,Fotos_monedas\LEIC-886D52.jpg,,,,part of facing bust?,voided short cross and crosslet,EN[..],R,,East Midlands,,,Certain,Henry II of England,Unknown,Cut farthing,,Coin of Norman and Early Plantagenet England 1066-1180,,8,4,0
PUBLIC-C2AE08,MEDIEVAL,2,0.57,11.68,0.31,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/529025,https://finds.org.uk/images/clivenobbs/medium/HVII Halfpennya.jpg,Fotos_monedas\PUBLIC-C2AE08.jpg,,,,Single-arched crowned bust facing.Obverse inscription: Reverse description: Reverse inscription:,"Long cross fourch?e dividing the field into quarters, three pellets in each quarter","h[...D]I GRA REX, saltire stops",CIVI/TAS/ [LON/D]On,,South East,,,Certain,Henry VII of England,London,Halfpenny,,English coin Late Medieval 1377 - 1489,,8,4,1
WAW-FB98C2,MEDIEVAL,2,0.6,18.8,1.38,3.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/59079,https://finds.org.uk/images/abolton/medium/WAW-FB98C2.JPG,Fotos_monedas\WAW-FB98C2.png,,,,"Bust facing forward, holding a sceptre.",Short voided cross.,HENRICVS  R  EX,GOLDWINE ON C,,West Midlands,,,,John of England,Canterbury,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
PUBLIC-47B253,MEDIEVAL,2,0.65,18.75,1.4,7.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/496199,https://finds.org.uk/images/Puffin/medium/BTC_2012_03_14_9999_33.jpg,Fotos_monedas\PUBLIC-47B253.jpg,,,,"Crowned bust facing, the side fleurs to the crown are widely spread","Long cross patt?e dividing the legend, with three pellets in each quarter","EDW R' ANGL' DNS hYB, crescentic apostrophies",VILL/A BR/ISTO/LLIE,,West Midlands,,,Certain,Edward I of England,Bristol,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
IOW-311C41,MEDIEVAL,2,0.6,18.2,1.29,3.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/262276,https://finds.org.uk/images/fbasford/medium/IOW2009-1-456.JPG,Fotos_monedas\IOW-311C41.png,,,,Crowned bust facing with a bifoliate crown and wedged drapery,Long cross dividing the inscription with three pellets in each quadrant,EDWAR R ANGL DNS hYB,CIVI/TAS/CAN/TOR,,South East,,,Certain,Edward I of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
LVPL-81A545,MEDIEVAL,2,0.6,18.0,1.0,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/57277,https://finds.org.uk/images/nherepath/medium/81A545.jpg,Fotos_monedas\LVPL-81A545.jpg,,,,,,,,,East Midlands,,,Certain,Henry II of England,,Cut halfpenny,,Coin of Norman and Early Plantagenet England 1066-1180,,8,4,0
FAKL-B1DCEB,MEDIEVAL,2,0.6,19.2,0.69,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/847622,https://finds.org.uk/images/kleahy/medium/aSWY991.jpg,Fotos_monedas\FAKL-B1DCEB.jpg,,,,"Crowned bust, facing  Reverse:","voided long cross,",HENRIC [    ].,"HEN [rio/nlv] NDE,",,Yorkshire and the Humber,,,Certain,Henry III of England,London,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,1
SOMDOR-3111A7,MEDIEVAL,2,1.01,18.44,1.04,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/104712,https://finds.org.uk/images/npayne/medium/3111A7.jpg,Fotos_monedas\SOMDOR-3111A7.jpg,,,,Full face bearded portrait surrounded by circle of beading. No sceptre. Beard has three large pellets either side of a central pellet.,Voided long cross with three pellets in each angle and circles of beading on each side of legend. O and N of second quarter are negated.,[HEN]RICUS REX . III,[HVG]|EON|IVE|LCE,,South West,,,Certain,Henry III of England,Ilchester,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
LEIC-AA00E6,MEDIEVAL,2,1.0,27.0,4.11,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/163796,https://finds.org.uk/images/wscott/medium/AA00E6 .JPG,Fotos_monedas\LEIC-AA00E6.png,,,,facing crowned bust,long cross and pellets with two lines of inscription (PELLET STOPS),EDWARDVSREXANGLIEZFRANC,POSVIDEVADIVTOREMMEVM//CIVITASLONDON,,East Midlands,,,Certain,Edward III of England,London,Groat,,English coin Edwardian type 1279 - 1377,,8,4,0
GLO-BF3515,MEDIEVAL,2,0.7,14.5,1.0,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/76460,https://finds.org.uk/images/kadams/medium/262 Medieval coin face.JPG,Fotos_monedas\GLO-BF3515.png,,,,Bust facing forward.,long cross with three pellets in each angle.,"[?] REX AnGL[IE].  Pellet (probably bottom of rosette) before rex, mascle after.",[ ]/[ ]LAx/CALI/S[ ],,South West,,,Certain,Henry VI of England (first reign),Calais,Penny,,English coin Late Medieval 1377 - 1489,,8,4,1
WILT-FB1C66,MEDIEVAL,2,0.6,20.0,0.8,4.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/712211,https://finds.org.uk/images/kiwidigger/medium/EdwardIpennyCanterbury22Mar2015obverse.JPG,Fotos_monedas\WILT-FB1C66.png,,,,Crowned bust facing.,Long cross dividing the inscription with three pellets in each quarter,"[ED]W R' ANGL' DN[S hYB], reverse-barred Ns",CIVI/TAS/ [CAN/TO]R,,South West,,,Certain,Edward I of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
IOW-F261E3,MEDIEVAL,2,0.6,15.0,0.44,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/263300,https://finds.org.uk/images/fbasford/medium/IOW2009-1-485.JPG,Fotos_monedas\IOW-F261E3.png,,,,Crowned bust facing with annulets by neck,Long cross dividing the inscription with three pellets in each quadrant (annulets in two quadrants),Illegible,VIL/L[ ],,South East,,,Certain,Henry VI of England (first reign),Calais,Penny,,English coin Late Medieval 1377 - 1489,,8,4,1
NCL-9E0750,MEDIEVAL,2,0.6,28.64,3.7,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/60530,https://finds.org.uk/images/pwalton/medium/scotsgroata.jpg,Fotos_monedas\NCL-9E0750.jpg,,,,Bust of crowned king within tressure facing left. Sceptre in left field.,Long cross with four stars around centre.,+DAVID DG [...][RE]X SCOTORUM,Inner - IRBVBDDVIM[...]E  Outer - [...]TOR[...]D[...],,North East,,,Certain,David II of Scotland,,Groat,,,,8,4,0
LEIC-F8BC34,MEDIEVAL,2,1.0,20.0,0.78,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/240695,https://finds.org.uk/images/wscott/medium/F8BC34.JPG,Fotos_monedas\LEIC-F8BC34.png,,,,,worn away,bundle of arrows,,,East Midlands,,,Certain,,,Uncertain,,Non English coin,,8,4,0
PUBLIC-647122,MEDIEVAL,2,0.79,17.25,0.89,1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/751604,https://finds.org.uk/images/clivenobbs/medium/PUBLIC647122EDWIIClass11a.jpg,Fotos_monedas\PUBLIC-647122.jpg,,,,Crowned bust facing within a beaded circle,Beaded circle divided by a long cross patt?e with three pellets within each angle,"EDWA R ANGL DNS hYB, angle-backed E",CIVI/TAS/ CAN/TOR,,South East,,,Certain,Edward II of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
SOM-728CAC,MEDIEVAL,2,0.6,20.6,1.36,4.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/812042,https://finds.org.uk/images/elburnett/medium/SOM728CAC.JPG,Fotos_monedas\SOM-728CAC.png,,,,Crowned head facing with sceptre to left,Short voided cross pommee with small pommee saltires in corners,hENRICVS R/EX,OSBER . ON . WIRIC,,,,,,Henry II of England,Worcester,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
BUC-58EC12,MEDIEVAL,2,0.54,18.82,0.9,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/134474,https://finds.org.uk/images/jmoss/medium/29.9.05a.jpg,Fotos_monedas\BUC-58EC12.jpg,,,,Crowned bust right with sceptre,Quadrilateral with lis at each angle over cross fleury,[.]ENRI[...],[.E.][...],,South East,,,Certain,Stephen of England,,Penny,,Coin of Norman and Early Plantagenet England 1066-1180,,8,4,0
KENT5284,MEDIEVAL,2,0.6,26.0,1.0,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/41576,https://finds.org.uk/images/mattbutler/medium/KENT5284.jpg,Fotos_monedas\KENT5284.jpg,,,,Bust facing,Long cross,,,,South East,,,Certain,Edward III of England,London,Groat,,English coin Edwardian type 1279 - 1377,,8,4,0
LIN-9FBFC2,MEDIEVAL,2,0.6,18.0,1.2,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/55116,https://finds.org.uk/images/adaubney/medium/LIN892.JPG,Fotos_monedas\LIN-9FBFC2.png,,,,"Crowned facing bust, sceptre to left, five pellet crown","Short cross, three pellets in angles.",HENRICVS.REX (stop before REX),Illegible,,East Midlands,,,Certain,Henry II of England,,Penny,,Coin of Norman and Early Plantagenet England 1066-1180,,8,4,0
CORN-1B1024,MEDIEVAL,2,0.5,18.5,0.8,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/114164,https://finds.org.uk/images/atyacke/medium/EdIBristol2bobv.jpg,Fotos_monedas\CORN-1B1024.jpg,,,,"crowned bust facing, with drapery formed of two wedges",long cross patt?e dividing legend with three pellets in each angle,EDWR' ANGL' DNS hYB,VILLA BRISTOLIE,,South West,,,Certain,Edward I of England,Bristol,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
SOMDOR-011047,MEDIEVAL,2,0.6,17.69,0.75,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/76777,https://finds.org.uk/images/caht/medium/011047.jpg,Fotos_monedas\SOMDOR-011047.jpg,,,,"Full face, R with curved tail. Pellet between the hair curls. Neck inditaced by two lines.",Voided long cross,[HENRIC]VS REX : I[II],[---] ON WIN [---],,South West,,,Certain,Henry III of England,Winchester,Cut halfpenny,,English coin short and long cross period 1180 - 1278,,8,4,0
CAM-4849B1,MEDIEVAL,2,0.6,18.0,1.0,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/151372,https://finds.org.uk/images/pjw/medium/williammerged.jpg,Fotos_monedas\CAM-4849B1.jpg,,,,"King facing forward, sceptre in right hand, star in left and right fields",Cross botton?e over quadrilateral with incurved sides; annulet in centre.,PILLHELM REX AN,GODPINE ON L[...],,,,,,William the Conqueror,London,Penny,,Coin of Norman and Early Plantagenet England 1066-1180,,8,4,0
LEIC-2E52D4,MEDIEVAL,2,0.75,17.0,1.11,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/271387,https://finds.org.uk/images/wscott/medium/DSCN0907.JPG,Fotos_monedas\LEIC-2E52D4.png,,,,facing crowned bust,long cross and pellets,EDWARANGLDNSHYB,CIVITASCANTOR,,East Midlands,,,Certain,,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
HAMP1145,MEDIEVAL,2,0.6,26.5,1.0,3.0,Gold,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/168,https://finds.org.uk/images/sworrell/medium/hamp 1145.JPG,Fotos_monedas\HAMP1145.png,,,,King in ship holding sword and shield; a saltire before EDWARD,"'E' in centre of reverse, pellets in centre of cross",EDWARD DEI G  REX ANGL D HIB  Z AQ[T],DOMINE NE IN FVRORE TVO ARGVAS ME (o Lord rebuke me not in Thine anger,,South East,,,Certain,Edward III of England,London,Half noble,,English coin Edwardian type 1279 - 1377,,3,4,1
GLO-050D38,MEDIEVAL,2,0.7,18.7,1.33,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/63157,https://finds.org.uk/images/kadams/medium/14 Medieval coin.JPG,Fotos_monedas\GLO-050D38.png,,,,"bust facing forwards with three curls of hair on the right side, the left side is worn.",Short cross voided.,[ ]ENRICVSR[    ],LEDULF[  ]ND,,South West,,,,Henry III of England,London,Penny,,English coin short and long cross period 1180 - 1278,,8,4,0
IOW-206C96,MEDIEVAL,2,0.6,17.9,1.34,5.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/270165,https://finds.org.uk/images/fbasford/medium/IOW2009-1-633.JPG,Fotos_monedas\IOW-206C96.png,,,,Crowned bust facing with a bifoliate crown and wedged drapery,Long cross dividing the inscription with three pellets in each quadrant,EDWAR ANGL DNS hYB,CIVI/TAS/LON/DON,,South East,,,Certain,Edward I of England,London,Penny,,English coin Edwardian type 1279 - 1377,,8,4,1
SWYOR-8B9D50,MEDIEVAL,2,0.6,18.0,1.36,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/65969,https://finds.org.uk/images/amarshall/medium/scottishcoinobv.jpg,Fotos_monedas\SWYOR-8B9D50.jpg,,,,Lion of Brabant (facing left) in a shield with legend aound the edge.,Voided long cross with W A L T in the angles,D[VX BRA B]ANCI E,I:D EIG RAC IA+,,,,,,,,Uncertain,,,,8,4,0
FAKL-35B71A,MEDIEVAL,2,0.6,17.8,1.33,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/947250,https://finds.org.uk/images/kleahy/medium/Birm701.jpg,Fotos_monedas\FAKL-35B71A.jpg,,,,"Bust, facing, bifoliate crown",Long cross;,EDWA [ ] L DNS HYB:.,CIVI/TAS/LON/DON,,,,,,Edward I of England,London,Penny,,English coin short and long cross period 1180 - 1278,,8,4,1
LEIC-356525,MEDIEVAL,2,0.5,18.0,0.21,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/251322,https://finds.org.uk/images/wscott/medium/356525.JPG,Fotos_monedas\LEIC-356525.png,9.0,,9.0,part of facing bust,long cross and pellets,not visible,not visible,,East Midlands,,,Certain,Henry III of England,,Farthing,,English coin short and long cross period 1180 - 1278,,8,4,0
IOW-E887A8,MEDIEVAL,2,0.6,17.0,0.69,11.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/280217,https://finds.org.uk/images/fbasford/medium/IOW2009-1-763.JPG,Fotos_monedas\IOW-E887A8.png,,,,"Crowned bust facing, annulets by neck","Long cross dividing the inscription with three pellets in each quadrant, annulet in VIL and CAL quadrants",hEnRIC REX AnGL,VIL/LA/CAL/IS,,South East,,,Certain,Henry VI of England (first reign),Calais,Penny,,English coin Late Medieval 1377 - 1489,,8,4,1
WILT-07B464,MEDIEVAL,2,0.6,19.0,1.39,12.0,Silver,,https://finds.org.uk/database/artefacts/record/id/149326,https://finds.org.uk/images/khinds/medium/Booth1106Stephen.jpg,Fotos_monedas\WILT-07B464.jpg,,,,Bust right with sceptre,Cross moline with lis in angles,[STIEF]NE  REX,+[                  ]N:NICOL,,South West,,,Certain,Stephen of England,Lincoln,Penny,,Coin of Norman and Early Plantagenet England 1066-1180,,8,6,1
WAW-76D881,MEDIEVAL,2,0.6,17.4,0.93,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/236309,https://finds.org.uk/images/kleahy2/medium/Brailes 76D881.jpg,Fotos_monedas\WAW-76D881.jpg,,,,"Bust, crowned, facing",Long-cross,EDW R'ANGL [?] DNS HYB,CIVI/TAS/CAN/TOR,,West Midlands,,,Certain,Edward I of England,Canterbury,Penny,,English coin Edwardian type 1279 - 1377,,8,4,0
IOW-CA6BB6,MEDIEVAL,2,0.6,19.0,1.14,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/177982,https://finds.org.uk/images/fbasford/medium/IOW2007-1-198.JPG,Fotos_monedas\IOW-CA6BB6.png,,,,Crowned bust facing within a tressure of nine arches. C on breast,Long cross dividing the inscriptions with a quatrefoil in each quadrant,EDWAR[],Outer: POSVI/DEVM A/DIVTOR/[]Inner: CIVI/TAS/CAN/TOR,,South East,,,Certain,Edward IV of England (second reign),Canterbury,Half groat,,English coin Late Medieval 1377 - 1489,,8,4,1
NLM-6448A6,MEDIEVAL,2,0.6,18.49,1.23,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/79424,https://finds.org.uk/images/lstaves/medium/NLM08251.JPG,Fotos_monedas\NLM-6448A6.png,,,,Bust facing forward with sceptre. Crown of five pellets,Voided short cross,HENRICVS REX,ABEL ON LVND,,Yorkshire and the Humber,,,Certain,Henry III of England,London,Penny,,English coin short and long cross period 1180 - 1278,,8,4,0
